StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40
2023-11-17 15:55:33,2023-11-17 15:56:16,IP Address,73.223.234.179,8,43,False,2023-11-24 15:56:22,R_2OSxUS1DRau71iz,,,,,,,qr,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-17 18:20:32,2023-11-17 18:21:04,IP Address,74.67.191.54,8,31,False,2023-11-24 18:21:07,R_2fesqS0YvGmQy8s,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-24 20:27:52,2023-11-24 20:33:17,IP Address,73.71.231.120,100,324,True,2023-11-24 20:33:18,R_1d7fmaMyudbiD4a,,,,,37.5136,-122.2916,anonymous,EN,Yes,6-10 times a month,4,1,3,2,5,,Yes,1-5 times a year,3,1,4,2,5,,,,No,"Accessibility,Don't have information about where to go",,Yes,Belize,Iceland,Italy,0,,,,,,,,,,,4,,2,3,1,,,,,,,,,,,,,,,,,,,,35-44,Female,,United States of America,Other (please specify),DVM,United States of America,Mixed race,"$200,000-$400,000",6-10 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",
2023-11-18 04:50:29,2023-11-18 04:51:12,IP Address,110.226.205.107,8,42,False,2023-11-25 04:51:14,R_2rTanV1NJrgMl2b,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18 04:53:36,2023-11-18 05:00:57,IP Address,110.226.205.133,72,440,False,2023-11-25 05:00:59,R_3Hz7TO2i3YZ8Gb5,,,,,,,anonymous,EN,Yes,6-10 times a month,3,2,1,1,2,To create local maps & data,Yes,6-10 times a year,2,2,1,2,2,,,,No,Cost,,Yes,USA,South Africa,Bhutan,0,,,,USA,South Africa,Bhutan,2,3,2,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18 07:27:12,2023-11-18 07:27:21,IP Address,69.255.113.140,3,9,False,2023-11-25 07:27:28,R_1PUdtRMjIczyiBj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18 08:21:49,2023-11-18 08:37:06,IP Address,190.211.117.160,39,916,False,2023-11-25 08:37:09,R_2rZMh3ON4OnOcsM,,,,,,,anonymous,EN,Yes,More than 10 times a month,1,1,3,2,2,"Growing the education on communities and the economic factor on their life, rather than other not as environmentally oriented activities ",Yes,More than 10 times a year,1,1,2,2,3,"Growing local communities so they understand what they have on theirs forest and learn to love it, protected and get some economical benefit ",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-17 10:02:28,2023-11-18 08:57:25,IP Address,128.227.114.66,19,82496,False,2023-11-25 08:57:32,R_2t5Qd9qMtyASrRY,,,,,,,anonymous,EN,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18 11:33:36,2023-11-18 11:34:24,IP Address,65.191.248.84,3,47,False,2023-11-25 11:34:27,R_3JkQ69px6sbZiOE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18 12:23:15,2023-11-18 12:30:27,IP Address,174.210.73.210,39,431,False,2023-11-25 12:30:30,R_33eWilXDbDfCxzp,,,,,,,anonymous,EN,Yes,More than 10 times a month,3,4,2,1,5,,Yes,1-5 times a year,3,4,1,2,5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-18 15:01:59,2023-11-18 15:02:47,IP Address,99.185.74.3,8,47,False,2023-11-25 15:02:50,R_2uTIN28NG02wvtp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-19 11:16:15,2023-11-19 11:16:53,IP Address,174.53.226.38,3,37,False,2023-11-26 11:16:57,R_1DSTAC3DErL0TZ9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-19 11:48:47,2023-11-19 11:49:30,IP Address,47.4.209.188,8,43,False,2023-11-26 11:49:31,R_2PvALLABzGEeUO2,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-19 11:59:48,2023-11-19 12:15:47,IP Address,92.40.170.111,58,959,False,2023-11-26 12:15:49,R_1o0BRQYVDpzISRC,,,,,,,anonymous,EN,Yes,1-5 times a month,2,1,,3,,,No,,,,,,,,"Cost,Comfort",,Yes,,,,,,,30,"Thailand ","Ecuador ","Ethiopia ","Colombia ","Guyana ","Malaysia ",2,1,5,3,6,7,9,4,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-19 12:17:04,2023-11-19 12:19:29,IP Address,172.59.1.247,39,145,False,2023-11-26 12:19:30,R_yOVsebOCXSXw27n,,,,,,,anonymous,EN,Yes,Less than once a month,,,,,,Just recreation,Yes,1-5 times a year,,,,,,Birding Festivals,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-19 12:36:08,2023-11-19 12:46:44,IP Address,71.224.41.239,58,636,False,2023-11-26 12:46:45,R_2TGK7PwScWjr1e2,,,,,,,anonymous,EN,Yes,6-10 times a month,5,4,2,4,5,,Yes,6-10 times a year,4,4,2,4,5,Different habitats than closer sites,,,Yes,,,,,,,5,France,Panama,Sweden,Costa Rica,Australia,,3,5,2,4,4,2,7,6,5,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-26 13:17:14,2023-11-26 13:29:42,IP Address,38.15.58.86,100,747,True,2023-11-26 13:29:43,R_2TFNZM10ePQWRKe,,,,,40.5377,-105.0546,anonymous,EN,Yes,More than 10 times a month,1,4,2,3,5,,Yes,6-10 times a year,3,1,5,2,4,,,,Yes,,,,,,,4,United Kingdom,Ireland,Costa Rica,Belize,Ecuador,Italy,1,5,6,9,4,2,7,8,3,,Hired a birdwatching guide,"Mostly alone, occasionally with a group",Very important,Very important,Moderately important,Very important,Very important,Slightly important,Moderately important,Moderately important,Moderately important,Very important,Slightly important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Very important,Very important,45-54,Male,,United States of America,High school or equivalent,,United States of America,White/Caucasian,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-19 13:35:48,2023-11-19 13:36:28,IP Address,76.173.64.48,8,39,False,2023-11-26 13:36:35,R_1JXv0aqNBOtkwS4,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-19 13:41:00,2023-11-19 13:46:51,IP Address,73.187.117.246,39,350,False,2023-11-26 13:46:52,R_BQI6qt2CyD97CsF,,,,,,,anonymous,EN,Yes,1-5 times a month,2,2,4,1,5,,Yes,1-5 times a year,4,2,4,2,5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-26 13:48:23,2023-11-26 13:55:10,IP Address,50.203.212.217,100,406,True,2023-11-26 13:55:11,R_sYxJoML8USq9Hy1,,,,,40.5815,-105.1042,anonymous,EN,No,,,,,,,,Yes,6-10 times a year,5,5,3,5,5,,,,Yes,,,,,,,2,Cuba,Nepal,,Cuba,Ecuador,,8,9,9,4,8,5,7,9,1,,"Hired a birdwatching guide,Attended a bird festival/fair",About equally alone and with a group,Extremely important,Extremely important,Slightly important,Extremely important,Moderately important,,Extremely important,Extremely important,Slightly important,Extremely important,Very important,"Online search engines,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter)",,,Moderately important,Extremely important,18-24,Male,,United States of America,High school or equivalent,,United States of America,Caucasian,"Less than $50,000",6-10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-26 16:22:31,2023-11-26 16:48:26,IP Address,38.15.47.75,100,1554,True,2023-11-26 16:48:26,R_33dykVhORBYxEx3,,,,,40.5377,-105.0546,anonymous,EN,Yes,More than 10 times a month,1,1,1,1,1,"Exercise, communing with nature, mental stimulation.",Yes,1-5 times a year,3,4,5,2,3,,,,Yes,,,,,,,23,France,Iceland,Panama,Costa Rica,Trinidad and Tobago,Peru,1,1,1,1,1,1,3,3,3,"Nature exploration, archeology, water activities.","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly alone, occasionally with a group",Very important,Very important,Very important,Very important,Moderately important,Very important,Very important,Not at all important,Moderately important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,$100-$200,Very important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,Caucasian,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 17:23:51,2023-11-19 17:26:05,IP Address,169.149.228.253,8,134,False,2023-11-26 17:26:08,R_DpibSUsseTvDujn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-26 19:28:49,2023-11-26 20:01:45,IP Address,69.146.134.252,100,1976,True,2023-11-26 20:01:46,R_2fKl2q6MxhErxLi,,,,,37.9546,-103.6644,anonymous,EN,Yes,More than 10 times a month,3,3,1,3,5,"Seeing daily changes, documenting bird food habits, photographing birds.",Yes,More than 10 times a year,3,2,1,4,5,"Documenting bird diets, photography.",,,Yes,,,,,,,4,Peru,Panama,Belize,Scotland,Australia,Ecuador,3,5,7,3,2,2,6,3,6,"Small group I like, or at least one good friend to travel with.","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Moderately important,Slightly important,Moderately important,Very important,Very important,Very important,Moderately important,Very important,Moderately important,Moderately important,Moderately important,"Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$200-$400,Moderately important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,White,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Seeing new birds well in new habitats and learning at least a little about how they live their lives is what I want from international travel. Wracking them up is NOT most important.  Of course, my hope would be my presence and the income to local businesses helps maintain the birds and their habitats."
2023-11-17 16:16:24,2023-11-20 00:27:40,IP Address,102.89.33.7,17,202275,False,2023-11-27 00:27:41,R_2dnKzsOnLOQVHde,,,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20 06:29:52,2023-11-20 06:36:01,IP Address,73.159.53.196,19,369,False,2023-11-27 06:36:03,R_1g0dSoNWlv260Gu,,,,,,,anonymous,EN,Yes,6-10 times a month,2,1,3,4,5,"I work on a year list, so I target habitats I haven't been to for the year, based off what has been reported and what would be expected for that time of year.",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20 07:02:29,2023-11-20 07:04:04,IP Address,193.190.239.10,19,95,False,2023-11-27 07:04:09,R_3CPhXRVJ02JtY5Y,,,,,,,anonymous,EN,Yes,1-5 times a month,3,2,4,2,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-27 07:34:23,2023-11-27 07:46:51,IP Address,69.251.43.231,100,748,True,2023-11-27 07:46:52,R_3QWYRs6Ajp2Di3J,,,,,39.1269,-76.698,anonymous,EN,Yes,More than 10 times a month,4,5,2,2,5,"I am interested in status and distribution of birds, especially at the local level. ",Yes,More than 10 times a year,3,3,5,2,5,"I use birding as a mechanism to make me travel across my home state and beyond. ",,,No,Not interested,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-54,Male,,United States of America,,,United States of America,White,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Your three categories of birder at the end of this survey are ridiculous. By any definition in birding I would be considered a hardcore birder. I can identify every bird I see, hear, and know when and where to find them. I have discovered state firsts, and countless county firsts. I sit on multiple records committees. I am an eBird reviewer and have been since eBird began. I have written a book on status and distribution for my home state. I have been a Regional Editor of North American Birds,  I have guided bird trips across the US, led hundreds of bird walks for local organizations. I have all the equipment (scope, audio recording, camera, etc., a birding library of over 1000 titles). However, your characterization of a hardcore birder as someone who is primarily in pursuit of adding species to their lists is misguided and misinformed. I do not keep a life list. I have no idea how many species I have observed nor any interest in counting them. I also travel to be with friends and family, but will find time to bird while doing so. I do not travel exclusively for birding unless I am guiding. "
2023-11-20 08:29:46,2023-11-20 08:32:25,IP Address,24.228.200.54,39,158,False,2023-11-27 08:32:27,R_2cviXBFgBDx8cRH,,,,,,,anonymous,EN,Yes,6-10 times a month,2,3,1,3,4,,Yes,1-5 times a year,4,3,5,1,2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-14 13:11:16,2023-11-20 12:44:25,IP Address,128.227.229.84,97,516788,False,2023-11-27 12:52:20,R_3fiBpeXl6FAXWUB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20 17:58:19,2023-11-20 17:59:53,IP Address,201.239.16.44,19,93,False,2023-11-27 17:59:55,R_3oLVWT8nlyOVfsO,,,,,,,anonymous,EN,Yes,1-5 times a month,1,2,3,1,3,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20 20:20:52,2023-11-20 20:28:27,IP Address,24.62.87.156,72,455,False,2023-11-27 20:28:31,R_25s9vvjUi7hCUOe,,,,,,,anonymous,EN,Yes,1-5 times a month,4,4,3,4,3,,Yes,1-5 times a year,4,4,3,4,3,,,,Yes,,,,,,,3,Colombia,Brazil,Argentina,Kenya,Belize,Mexico,2,2,3,2,2,3,3,3,2,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Slightly important,Moderately important,Moderately important,Moderately important,Slightly important,Moderately important,Moderately important,Slightly important,Slightly important,Extremely important,Moderately important,"Birdwatching tour company websites,Birdwatching magazines or publications",,$100-$200,Extremely important,Extremely important,,,,,,,,,,,,
2023-11-21 13:41:25,2023-11-21 13:42:05,IP Address,80.233.45.145,8,39,False,2023-11-28 13:42:07,R_1GOmjQ36jsB4zdK,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-21 03:18:14,2023-11-21 14:09:01,IP Address,177.174.237.235,39,39046,False,2023-11-28 14:09:29,R_27PXybmyzegou23,,,,,,,anonymous,EN,Yes,1-5 times a month,1,2,1,2,3,The local conservation,Yes,6-10 times a year,2,1,1,2,3,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-21 14:12:20,2023-11-21 14:13:03,IP Address,49.48.148.125,6,43,False,2023-11-28 14:13:04,R_3HpM86AEeuHJcYB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-21 16:45:39,2023-11-21 16:46:37,IP Address,73.126.37.105,8,57,False,2023-11-28 16:46:41,R_3ke2r4XC52hwMcZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-29 00:29:10,2023-11-29 00:37:08,IP Address,39.33.4.172,100,478,True,2023-11-29 00:37:09,R_eQGsUo3oklTuo9j,,,,,34.2024,72.0487,anonymous,EN,Yes,Less than once a month,1,1,1,1,4,,Yes,1-5 times a year,1,1,3,1,4,,,,No,Cost,,Yes,Brazil,"China ",Indonesia 0,,,,,"Afghanistan ",Iran,"China ",5,1,3,3,3,1,3,7,6,,,,,,,,,,,,,,,,,,,,25-34,Male,,Pakistan,Bachelor's degree/ Undergraduate degree,,Pakistan,"Pashtun ","Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-29 09:44:30,2023-11-29 09:52:23,IP Address,200.12.187.47,100,473,True,2023-11-29 09:52:24,R_ZqxQZ47vRcKMhQ5,,,,,6.2529,-75.5646,anonymous,EN,Yes,1-5 times a month,4,2,5,2,5,,Yes,1-5 times a year,1,1,5,2,5,,,,No,Cost,,Yes,Indonesia,Costa Rica,Mexico,0,,,,Ecuador,Peru,Argentina,1,1,2,2,2,1,3,2,3,,,,,,,,,,,,,,,,,,,,25-34,Male,,Colombia,Master's degree,,Colombia,,"Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-22 20:01:49,2023-11-22 20:07:12,IP Address,157.45.242.12,39,322,False,2023-11-29 20:07:15,R_25QuSLY4k4PI1qI,,,,,,,anonymous,EN,Yes,1-5 times a month,3,2,3,1,2,Landscape change,Yes,1-5 times a year,2,3,2,2,2,,,,No,Cost,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 09:41:28,2023-11-30 09:47:53,IP Address,71.82.220.243,100,384,True,2023-11-30 09:47:53,R_1IgGuMxRZxDuxpT,,,,,43.0334,-89.4512,anonymous,EN,Yes,1-5 times a month,3,5,1,2,4,,Yes,1-5 times a year,2,5,1,4,3,,,,No,"Comfort,Health",,Yes,,,,1,Canada,,,,,,7,4,6,1,2,3,5,8,9,,,,,,,,,,,,,,,,,,,,25-34,Female,,United States of America,Master's degree,,United States of America,White,"$100,000 - $200,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-24 02:13:03,2023-11-24 02:15:35,IP Address,203.221.70.105,58,152,False,2023-12-01 02:15:39,R_9mN7val5e9dRIAh,,,,,,,anonymous,EN,Yes,More than 10 times a month,1,1,4,2,5,,Yes,More than 10 times a year,1,1,4,2,5,,,,Yes,,,,,,,18,Vietnam,Malaysia,Cambodia,Taiwan,Vietnam,West papua,1,1,1,,,,,,,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-01 05:39:00,2023-12-01 05:53:11,IP Address,213.244.201.61,100,851,True,2023-12-01 05:53:12,R_1FxeC3gXqPcIQBY,,,,,51.9049,0.9186,anonymous,EN,Yes,1-5 times a month,4,5,1,3,5,,Yes,1-5 times a year,4,5,5,4,5,,,,Yes,,,,,,,68,Guyana,Brazil,Colombia,West Indies,Taiwan,Gabon,5,5,9,5,2,4,9,5,4,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Moderately important,Very important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,Not at all important,Moderately important,Extremely important,Very important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$200-$400,Extremely important,Extremely important,65 or above,Female,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree/ Undergraduate degree,,United Kingdom of Great Britain and Northern Ireland,European,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-25 15:23:15,2023-11-25 15:31:45,IP Address,174.206.40.79,97,510,False,2023-12-02 15:31:47,R_3O953CZPSgGBsFb,,,,,,,anonymous,EN,Yes,More than 10 times a month,1,1,1,1,,ebird Science Citizen very important,Yes,More than 10 times a year,1,1,1,1,,,,,Yes,,,,,,,35,Domician Republic,Puerto Rico,,Bhutan,"Australia ",Chilie,1,1,1,1,1,1,1,1,1,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,Extremely important,,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter),Birdwatching magazines or publications,Bird Fairs",,$200-$400,Extremely important,Extremely important,,Female,,United States of America,Master's degree,,United States of America,,,More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-26 10:51:56,2023-11-26 10:52:39,IP Address,92.12.58.236,8,42,False,2023-12-03 10:52:47,R_2OMBgg9VuxGEggt,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-02 05:56:08,2023-12-03 15:42:54,IP Address,172.59.80.191,100,121606,True,2023-12-03 15:42:55,R_ykz4QngxmsQDPhf,,,,,38.2168,-85.7616,anonymous,EN,Yes,1-5 times a month,4,5,1,4,5,,Yes,1-5 times a year,4,5,2,4,5,,,,Yes,,,,,,,50,zambia,zimbabwe,namibia,"Antarctica ","Australia ","Peru ",2,1,2,2,1,3,4,3,3,ability to use in-country guide companies,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Very important,Moderately important,Moderately important,Extremely important,Extremely important,Very important,Slightly important,Moderately important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications,Bird Fairs",,$100-$200,Very important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,white,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",Part of the allure is meeting new people.birders are usually a lot of fun to be with and have a lot to share.
2023-12-04 08:49:57,2023-12-04 08:56:47,IP Address,47.224.241.0,100,410,True,2023-12-04 08:56:48,R_3O39VaPDbnAR0Pr,,,,,38.9129,-119.9878,anonymous,EN,Yes,6-10 times a month,2,4,3,1,5,"Not on the list, but being outside is the most important aspect of bird watching for me. I'm happy to see the same species every day, as long as I'm getting outside I'm satisfied :)",Yes,1-5 times a year,1,4,3,2,5,"I rarely travel solely to bird, but I do bird where I travel.",,,Yes,,,,,,,3,Costa Rica,China,Norway,NA,NA,NA,2,1,3,,4,,,,,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",About equally alone and with a group,Extremely important,Extremely important,,,,Extremely important,,,,Extremely important,,Recommendations from friends or fellow birdwatchers,,$50-$100,Extremely important,Extremely important,25-34,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,Non-hispanic white,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",Thanks for studying this. Can't wait to see the paper/results. :)
2023-11-28 17:10:42,2023-11-28 17:13:59,IP Address,181.66.150.106,19,196,False,2023-12-05 17:14:03,R_1iaFLBWuZkDecFQ,,,,,,,anonymous,EN,Yes,6-10 times a month,4,4,5,3,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
